,id,name,start_date_local,type,distance,moving_time,elapsed_time,total_elevation_gain,end_latlng,external_id
76,5393866011,Quite warm,2021-06-01T12:17:52Z,Run,5615.6,1686,1731,36.0,"[52.602384, -2.189438]",17a05604-81eb-4679-9782-03a36c55d9ed-activity.fit
77,5385315840,Sun and ale,2021-05-30T16:00:50Z,Ride,21663.0,6247,10414,217.1,"[52.60255, -2.189374]",de8213ae-da60-47b2-afc0-c936c182ebe0-activity.fit
78,5361746742,London,2021-05-26T16:42:57Z,Run,4635.2,1444,1499,12.9,"[51.585073, -0.063055]",281c5a63-3b12-4669-8788-cecac700d4b2-activity.fit
79,5312847144,Sixer,2021-05-17T17:01:38Z,Run,6015.6,1696,1873,25.1,"[52.602397, -2.189488]",a3cee1e1-16d4-4a93-ac50-8776f713dd19-activity.fit
80,5296410788,Lenses debut,2021-05-14T17:15:59Z,Run,5765.0,1783,1890,36.9,"[52.601523, -2.18662]",e16c2e4a-fe2a-4331-a260-c09a522325e6-activity.fit
81,5284792629,Canal,2021-05-12T15:57:12Z,Run,9510.7,2956,3099,81.6,"[52.602445, -2.189427]",b62bdae9-335c-4e50-bded-49f0fbe79a02-activity.fit
82,5272684314,Quickie,2021-05-10T12:55:18Z,Run,3897.5,1152,1238,24.8,"[52.602326, -2.191095]",bb7c09dd-41ca-4ee1-a9a7-d7b3722b78c5-activity.fit
83,5255802757,Leisurley,2021-05-07T11:26:53Z,Run,4677.4,1505,1595,30.9,"[52.602427, -2.189457]",c207dad4-20a4-42cd-a005-afa02bd2a75c-activity.fit
84,5250756617,Hail,2021-05-06T12:25:59Z,Run,5178.5,1620,1761,27.2,"[52.602455, -2.191094]",877dc6f3-cefc-438f-8c7e-7692ae8b1493-activity.fit
85,5241220636,Battling the wind,2021-05-04T16:45:38Z,Run,5081.4,1483,1613,21.2,"[52.60242, -2.18943]",507864cf-ad96-4500-88d2-1b3225489d6c-activity.fit
86,5226777428,Every little helps,2021-05-02T01:38:38Z,Run,709.4,192,207,0.0,"[52.602311, -2.189405]",dee65ff6-f956-41d4-b9aa-67ad147636a5-activity.fit
87,5224183720,Bank holiday ride,2021-05-01T14:44:05Z,Ride,15556.2,3516,4296,127.0,"[52.602452, -2.189495]",863de4a4-ba5f-4f04-82ee-7e5d032c58ae-activity.fit
88,5217315859,Joggo,2021-04-30T10:20:11Z,Run,2947.8,1324,6015,17.8,"[52.6025, -2.18932]",096e57ad-4a91-46bf-b49b-27aaa25ebbb4-activity.fit
89,5212044634,Tester,2021-04-29T11:31:16Z,Run,1354.1,428,450,7.2,"[52.602387, -2.189516]",5a38d048-4c3d-4147-a9a5-6302f8287fa9-activity.fit
90,5185322527,Yellow and pleasant lands,2021-04-24T17:10:16Z,Run,14383.9,4446,4587,87.3,"[52.601957, -2.186393]",55f34a65-b937-464b-ac71-7ec850ac9203-activity.fit
91,5171148913,Suns out,2021-04-22T10:59:14Z,Run,5107.0,1520,1529,20.4,"[52.602378, -2.189456]",883800e8-68e6-49e3-8b1a-6c0ab0c259ad-activity.fit
92,5114393081,Wetlands,2021-04-12T15:34:45Z,Run,13045.2,4268,4344,31.8,"[51.587544, -0.061602]",7784a243-7549-49d0-b457-5b7c502c9fef-activity.fit
93,5091716534,Unintentionally long,2021-04-08T16:58:36Z,Run,13771.7,4320,4431,102.2,"[52.60205, -2.186943]",146ca9fd-7dd5-41d5-8baf-5217e91790d1-activity.fit
94,5073396813,Afternoon run,2021-04-05T13:04:05Z,Run,5712.8,1962,2486,60.2,"[52.602423, -2.189437]",e3aaa383-7144-4d2e-be3e-5232eb42a2f6-activity.fit
95,5069079044,Afternoon ride,2021-04-04T15:25:54Z,Ride,23173.5,5000,7454,225.7,"[52.602498, -2.189472]",a9213473-3665-404f-ab8f-83b344b05338-activity.fit
96,5062949513,Sun and music,2021-04-03T17:00:28Z,Run,11592.6,3677,3817,79.5,"[52.602312, -2.190691]",c0da74bb-5bcf-4f76-b547-2dde2a454a08-activity.fit
97,5050519082,Hungry,2021-04-01T17:10:32Z,Run,5539.8,1661,1731,30.9,"[52.602372, -2.190645]",05c7f88e-5d57-4bcf-b932-54a748e0ccf8-activity.fit
98,5032068375,Sun run,2021-03-29T16:31:19Z,Run,10362.5,3393,3552,69.3,"[52.602305, -2.191095]",d51a9837-3751-4b4c-a870-0b72d0cbf786-activity.fit
99,5027555841,Windy,2021-03-28T18:17:38Z,Run,2443.4,640,648,12.3,"[52.602262, -2.190459]",5619dc3b-f2f4-4ff8-be7b-019bb93cdf5a-activity.fit
100,5003550712,Tester,2021-03-24T17:39:58Z,Run,2344.0,637,693,13.0,"[52.602445, -2.189456]",e158ddc1-56cc-4e48-a5a5-833c8c37fa9b-activity.fit
101,4979938387,Memory lane,2021-03-20T17:20:51Z,Run,5023.9,1367,1528,19.5,"[52.602546, -2.19117]",c07f5978-09bb-4381-9d17-11a17ee3743c-activity.fit
102,4957481823,Open road,2021-03-16T12:07:14Z,Ride,47368.5,12809,21227,531.8,"[52.602338, -2.189389]",05c6faa9-8639-449d-a636-140b44862f79-activity.fit
103,4944983503,Ofc there are no flowers,2021-03-14T11:20:56Z,Run,6807.9,2083,3185,72.3,"[52.601989, -2.186887]",caa7d328-5bef-4e0b-a229-b19f53fb1112-activity.fit
104,4928291943,Every little helps,2021-03-11T10:09:07Z,Run,2673.1,1003,6022,21.4,"[52.602417, -2.18855]",12f54d47-f444-4e56-9231-f1501140e5e2-activity.fit
105,4923294042,Jog home,2021-03-10T12:37:33Z,Run,1202.4,367,372,4.9,"[52.602295, -2.190722]",9af5ac67-07ae-4a74-a2e2-262173a14bca-activity.fit
106,4908239939,Phone run,2021-03-07T16:16:13Z,Run,5323.7,1899,1989,20.0,"[52.605318, -2.188602]",44f06396-8356-4cf2-9bc9-d72e6b9e94ba-activity.fit
107,4867630825,Easy Sundays,2021-02-28T16:58:55Z,Run,9037.4,3046,3290,82.8,"[52.601868, -2.186791]",54118bf5-c686-4893-8cfd-7850a29b4a2d-activity.fit
108,4852937537,Brewood mood,2021-02-26T12:30:54Z,Run,11780.2,4234,4555,87.5,"[52.675513, -2.174684]",6cc30ef1-db5d-4db9-891c-819766d6243c-activity.fit
109,4843006146,Quickie,2021-02-24T17:38:46Z,Run,2791.3,766,781,16.9,"[52.602308, -2.19004]",e00fefdb-c27f-4497-a897-a7bd1166938d-activity.fit
110,4829621622,Fun in the sun,2021-02-22T12:45:43Z,Run,3407.7,921,969,14.6,"[52.602283, -2.190139]",5055e279-63df-40cc-84f5-bcbce0ae10eb-activity.fit
111,4825805049,InDominable,2021-02-21T15:27:43Z,Ride,16971.9,4106,4469,110.8,"[52.602478, -2.189414]",89d3650c-34b0-4b8c-967d-1fbe4e9150cb-activity.fit
112,4802254970,Sneaky pigeons,2021-02-17T15:02:21Z,Run,12111.5,3715,3751,60.5,"[52.605496, -2.189839]",7b83a695-d6b4-4c24-a597-982eb58835fc-activity.fit
113,4787713504,Happy Valentine's day,2021-02-14T17:21:09Z,Run,3538.5,1043,1187,14.3,"[52.602485, -2.189422]",14d46dd2-4a53-4662-997e-818682429998-activity.fit
114,4770954120,Icicles on the trees,2021-02-11T15:36:03Z,Run,6904.4,2006,2020,38.5,"[52.602461, -2.18944]",2359f99e-4733-4cff-97bc-900de0e67db0-activity.fit
115,4761203956,Post badminton shortie,2021-02-09T17:48:42Z,Run,2425.6,683,721,10.4,"[52.602403, -2.189423]",dad65a00-0085-44a5-a3d9-dd2fed67177c-activity.fit
116,4751629330,Chilly 2.0,2021-02-07T16:49:50Z,Run,5665.1,1698,1740,31.1,"[52.602466, -2.189428]",77e27c8f-d39b-4757-9828-05893b6c2f21-activity.fit
117,4751015637,Chilly,2021-02-07T15:23:47Z,Ride,6706.2,1359,1402,60.5,"[52.602445, -2.189453]",70780898-631c-411b-8a85-73eff2fa2006-activity.fit
118,4733777000,Post interview rain,2021-02-04T16:11:07Z,Run,3171.7,825,825,18.7,"[52.602455, -2.189483]",
119,4728741612,Tettenhall loop,2021-02-03T17:23:12Z,Run,7336.1,1992,2010,29.8,"[52.602433, -2.189417]",
120,4700547362,Muddy one,2021-01-29T15:40:14Z,Run,11097.9,3738,4011,71.4,"[52.602423, -2.189405]",
121,4690441545,Snitches get stitches,2021-01-27T16:46:27Z,Run,3208.4,833,838,13.7,"[52.602431, -2.189425]",
122,4637006005,Sunset funset,2021-01-17T15:48:51Z,Run,3642.8,1033,1189,0.0,"[50.819358, -0.13693]",
123,4592298310,Sea breeze,2021-01-09T13:42:34Z,Run,10374.1,3118,3227,54.4,"[50.841443, -0.150642]",
124,4570808426,7k,2021-01-05T12:53:00Z,Run,7450.4,1969,2007,38.0,"[50.842319, -0.146205]",
125,4561646281,Sunday afternoon,2021-01-03T15:01:15Z,Ride,22149.7,5054,5580,188.3,"[52.602414, -2.189476]",
126,4553897397,Snow run,2021-01-02T12:49:09Z,Run,5105.1,1407,1467,20.7,"[52.602417, -2.189493]",
127,4512512062,Santas present drop,2020-12-24T13:24:53Z,Run,7105.0,2151,3267,51.1,"[52.577594, -2.16307]",
128,4462971407,Dom and back again,2020-12-12T14:39:44Z,Ride,11788.7,3286,4020,72.3,"[52.60244, -2.189467]",
129,4428686836,Half marry...my knees,2020-12-04T12:39:55Z,Run,20195.0,7089,7201,84.7,"[52.602396, -2.189474]",
130,4408405774,Dom-ination - ft Muscovy Duck,2020-11-29T14:14:52Z,Ride,23017.2,5453,6899,176.0,"[52.602432, -2.189484]",
131,4392937568,"Left, left, left",2020-11-26T12:59:17Z,Ride,6714.6,1415,1419,60.4,"[52.602439, -2.189454]",
132,4385096320,"Dark and windy, and I dont mean the run..",2020-11-24T17:22:45Z,Run,4809.7,1386,1392,20.4,"[52.602424, -2.189417]",
133,4375470059,No comment,2020-11-22T14:08:10Z,Ride,6587.2,1746,3265,35.7,"[52.64247, -2.20258]",
134,4368546509,Post covid teeth test run,2020-11-21T11:45:50Z,Run,1663.9,414,426,9.3,"[52.602398, -2.189424]",
135,4243046532,ArmaggeDom,2020-10-25T15:01:17Z,Ride,32444.8,6646,7637,204.8,"[52.602376, -2.189451]",
136,4181217767,Cycle,2020-10-11T12:06:56Z,Ride,12610.7,4650,6458,35.2,"[51.666673, -1.283229]",
137,4163164018,Ok 10k (ft wasp up the nose),2020-10-07T13:25:23Z,Run,10091.1,3150,3205,100.5,"[52.602397, -2.18943]",
138,4151240612,Tour de Dom,2020-10-04T15:17:13Z,Ride,35344.6,7664,8856,341.0,"[52.602534, -2.189482]",
139,4137565578,Walk with Mer,2020-10-01T14:33:09Z,Walk,8316.0,6109,7891,65.1,"[52.602498, -2.189424]",
140,4024644807,"Life is hell, death's a bitch",2020-09-07T12:22:09Z,Run,9219.3,2665,2712,68.3,"[52.602053, -2.186674]",
141,3828636011,Run till its fun,2020-07-28T18:27:28Z,Run,2833.7,1203,1917,9.4,"[50.820314, -0.144346]",
142,3486295386,Hot and sweaty,2020-05-21T08:03:16Z,Run,4988.2,1290,1331,32.2,"[50.8364, -0.12647]",
143,3475272983,Morning foot play,2020-05-19T07:47:39Z,Run,5016.2,1323,1376,33.7,"[50.836342, -0.126486]",
144,3425405244,Rhys gets Lilly and her sister wet at the beach,2020-05-09T14:58:33Z,Run,8870.7,2791,2812,12.3,"[50.828741, -0.228263]",
145,3342590854,Rhys dominates under 22,2020-04-23T19:14:08Z,Run,5257.7,1331,1384,29.6,"[50.836354, -0.126504]",
146,3301021547,Small brunette gets it fast,2020-04-15T08:26:31Z,Run,6287.7,1688,1807,31.5,"[50.836362, -0.126471]",
147,3280395124,Rhys makes it long hard and sweaty,2020-04-10T16:02:34Z,Run,9807.8,2872,2872,37.4,"[50.836326, -0.126393]",
148,3255366691,Evening fun at the beach,2020-04-04T18:22:54Z,Run,2451.1,981,7295,6.1,"[50.818716, -0.139284]",
149,3248924604,Rhys touches the donut by himself,2020-04-03T08:57:47Z,Run,7047.1,1875,1887,68.5,"[50.836367, -0.126437]",
150,3241292318,Lilly keeps moaning,2020-04-01T08:46:07Z,Run,5619.0,2520,4168,60.7,"[50.836596, -0.126488]",
151,3237387524,Lilly goes up a hill,2020-03-31T09:34:51Z,Run,3177.1,1501,1516,40.1,"[50.836344, -0.12639]",
152,3237333377,Fruity newty,2020-03-31T09:06:54Z,Run,1745.8,691,783,19.9,"[50.837603, -0.143522]",
153,3233982334,Doggy,2020-03-30T09:38:52Z,Run,2442.0,979,995,12.2,"[50.818733, -0.139245]",
154,3226402047,Beach run 3 no stops,2020-03-28T09:00:20Z,Run,2468.9,957,990,11.4,"[50.818766, -0.139281]",
155,3222752887,Lilly and Rhys go to the beach 2,2020-03-27T08:19:21Z,Run,2424.5,959,986,13.1,"[50.818858, -0.139034]",
156,3215650445,Lilly and Rhys go the beach,2020-03-25T08:30:06Z,Run,2474.5,980,1042,13.3,"[50.818937, -0.139332]",
157,2744214221,Run 3,2019-09-27T16:56:37Z,Run,8883.5,2478,2498,93.9,"[50.836329, -0.126407]",
158,2697236824,Run 2,2019-09-10T19:42:36Z,Run,8567.1,2254,2370,72.4,"[52.602377, -2.189414]",
159,2661413957,Run,2019-08-29T11:17:10Z,Run,8775.7,2501,2527,73.2,"[52.602426, -2.189437]",
